"sub","defaced","rater","ratings"
555,"defaced","rater06","good"
556,"original","rater06","good"
556,"defaced","rater06","excellent"
557,"original","rater06","poor"
557,"defaced","rater06","good"
558,"original","rater06","poor"
558,"defaced","rater06","good"
559,"original","rater06","poor"
559,"defaced","rater06","good"
560,"original","rater06","good"
560,"defaced","rater06","excellent"
561,"original","rater06","poor"
561,"defaced","rater06","poor"
562,"original","rater06","poor"
562,"defaced","rater06","poor"
563,"original","rater06","excellent"
563,"defaced","rater06","excellent"
564,"original","rater06","poor"
564,"defaced","rater06","poor"
565,"original","rater06","good"
565,"defaced","rater06","excellent"
566,"original","rater06","excellent"
566,"defaced","rater06","excellent"
567,"original","rater06","poor"
567,"defaced","rater06","poor"
568,"original","rater06","poor"
568,"defaced","rater06","poor"
569,"original","rater06","excluded"
569,"defaced","rater06","excluded"
570,"original","rater06","good"
570,"defaced","rater06","excellent"
571,"original","rater06","poor"
571,"defaced","rater06","poor"
572,"original","rater06","poor"
572,"defaced","rater06","poor"
573,"original","rater06","good"
573,"defaced","rater06","excellent"
574,"original","rater06","good"
574,"defaced","rater06","good"
575,"original","rater06","good"
575,"defaced","rater06","good"
576,"original","rater06","poor"
576,"defaced","rater06","good"
577,"original","rater06","good"
577,"defaced","rater06","excellent"
578,"original","rater06","excellent"
578,"defaced","rater06","excellent"
579,"original","rater06","excellent"
579,"defaced","rater06","excellent"
580,"original","rater06","poor"
580,"defaced","rater06","poor"
1,"original","rater07","excluded"
1,"defaced","rater07","excluded"
2,"original","rater07","excluded"
2,"defaced","rater07","poor"
3,"original","rater07","poor"
3,"defaced","rater07","poor"
4,"original","rater07","excluded"
4,"defaced","rater07","poor"
5,"original","rater07","poor"
5,"defaced","rater07","good"
6,"original","rater07","excellent"
6,"defaced","rater07","excellent"
7,"original","rater07","good"
7,"defaced","rater07","good"
8,"original","rater07","excluded"
8,"defaced","rater07","poor"
9,"original","rater07","good"
9,"defaced","rater07","good"
10,"original","rater07","poor"
10,"defaced","rater07","good"
11,"original","rater07","excellent"
11,"defaced","rater07","excellent"
12,"original","rater07","excluded"
12,"defaced","rater07","excluded"
13,"original","rater07","excluded"
13,"defaced","rater07","poor"
14,"original","rater07","excluded"
14,"defaced","rater07","poor"
15,"original","rater07","poor"
15,"defaced","rater07","poor"
16,"original","rater07","excellent"
16,"defaced","rater07","excellent"
17,"original","rater07","excluded"
17,"defaced","rater07","excluded"
18,"original","rater07","excellent"
18,"defaced","rater07","excellent"
19,"original","rater07","excellent"
19,"defaced","rater07","excellent"
20,"original","rater07","poor"
20,"defaced","rater07","good"
21,"original","rater07","excellent"
21,"defaced","rater07","excellent"
22,"original","rater07","poor"
22,"defaced","rater07","poor"
23,"original","rater07","excluded"
23,"defaced","rater07","poor"
24,"original","rater07","excluded"
24,"defaced","rater07","poor"
25,"original","rater07","good"
25,"defaced","rater07","good"
26,"original","rater07","excellent"
26,"defaced","rater07","excellent"
27,"original","rater07","excellent"
27,"defaced","rater07","excellent"
28,"original","rater07","good"
28,"defaced","rater07","excellent"
29,"original","rater07","excluded"
29,"defaced","rater07","excluded"
30,"original","rater07","excellent"
30,"defaced","rater07","excellent"
31,"original","rater07","good"
31,"defaced","rater07","excellent"
32,"original","rater07","excellent"
32,"defaced","rater07","excellent"
33,"original","rater07","excluded"
33,"defaced","rater07","poor"
34,"original","rater07","excluded"
34,"defaced","rater07","excluded"
35,"original","rater07","excellent"
35,"defaced","rater07","excellent"
36,"original","rater07","excluded"
36,"defaced","rater07","poor"
37,"original","rater07","excellent"
37,"defaced","rater07","excellent"
38,"original","rater07","excellent"
38,"defaced","rater07","excellent"
39,"original","rater07","good"
39,"defaced","rater07","good"
40,"original","rater07","excellent"
40,"defaced","rater07","excellent"
41,"original","rater07","excellent"
41,"defaced","rater07","excellent"
42,"original","rater07","excluded"
42,"defaced","rater07","poor"
43,"original","rater07","poor"
43,"defaced","rater07","good"
44,"original","rater07","good"
44,"defaced","rater07","good"
45,"original","rater07","excluded"
45,"defaced","rater07","poor"
46,"original","rater07","good"
46,"defaced","rater07","good"
47,"original","rater07","excluded"
47,"defaced","rater07","poor"
48,"original","rater07","excluded"
48,"defaced","rater07","poor"
49,"original","rater07","excluded"
49,"defaced","rater07","excluded"
50,"original","rater07","excluded"
50,"defaced","rater07","excluded"
51,"original","rater07","poor"
51,"defaced","rater07","poor"
52,"original","rater07","excluded"
52,"defaced","rater07","excluded"
53,"original","rater07","good"
53,"defaced","rater07","excellent"
54,"original","rater07","good"
54,"defaced","rater07","excellent"
55,"original","rater07","excluded"
55,"defaced","rater07","excluded"
56,"original","rater07","excluded"
56,"defaced","rater07","excluded"
57,"original","rater07","excellent"
57,"defaced","rater07","excellent"
58,"original","rater07","poor"
58,"defaced","rater07","poor"
59,"original","rater07","excluded"
59,"defaced","rater07","poor"
60,"original","rater07","good"
60,"defaced","rater07","excellent"
61,"original","rater07","excellent"
61,"defaced","rater07","excellent"
62,"original","rater07","excellent"
62,"defaced","rater07","excellent"
63,"original","rater07","excluded"
63,"defaced","rater07","excluded"
64,"original","rater07","excellent"
64,"defaced","rater07","excellent"
65,"original","rater07","excellent"
65,"defaced","rater07","excellent"
66,"original","rater07","good"
66,"defaced","rater07","good"
67,"original","rater07","poor"
67,"defaced","rater07","good"
68,"original","rater07","excluded"
68,"defaced","rater07","excluded"
69,"original","rater07","poor"
69,"defaced","rater07","good"
70,"original","rater07","excluded"
70,"defaced","rater07","excluded"
71,"original","rater07","good"
71,"defaced","rater07","excellent"
72,"original","rater07","poor"
72,"defaced","rater07","poor"
73,"original","rater07","good"
73,"defaced","rater07","excellent"
74,"original","rater07","excellent"
74,"defaced","rater07","excellent"
75,"original","rater07","excluded"
75,"defaced","rater07","poor"
76,"original","rater07","poor"
76,"defaced","rater07","good"
77,"original","rater07","excluded"
77,"defaced","rater07","poor"
78,"original","rater07","poor"
78,"defaced","rater07","good"
79,"original","rater07","excluded"
79,"defaced","rater07","poor"
80,"original","rater07","poor"
80,"defaced","rater07","good"
81,"original","rater07","poor"
81,"defaced","rater07","good"
82,"original","rater07","poor"
82,"defaced","rater07","poor"
83,"original","rater07","excellent"
83,"defaced","rater07","excellent"
84,"original","rater07","excluded"
84,"defaced","rater07","excluded"
85,"original","rater07","good"
85,"defaced","rater07","good"
86,"original","rater07","poor"
86,"defaced","rater07","good"
87,"original","rater07","poor"
87,"defaced","rater07","poor"
88,"original","rater07","excellent"
88,"defaced","rater07","excellent"
89,"original","rater07","excluded"
89,"defaced","rater07","excluded"
90,"original","rater07","good"
90,"defaced","rater07","good"
91,"original","rater07","good"
91,"defaced","rater07","excellent"
92,"original","rater07","excluded"
92,"defaced","rater07","poor"
93,"original","rater07","excellent"
93,"defaced","rater07","excellent"
94,"original","rater07","poor"
94,"defaced","rater07","poor"
95,"original","rater07","excluded"
95,"defaced","rater07","poor"
96,"original","rater07","good"
96,"defaced","rater07","excellent"
97,"original","rater07","good"
97,"defaced","rater07","good"
98,"original","rater07","excellent"
98,"defaced","rater07","excellent"
99,"original","rater07","poor"
99,"defaced","rater07","good"
100,"original","rater07","excellent"
100,"defaced","rater07","excellent"
101,"original","rater07","poor"
101,"defaced","rater07","good"
102,"original","rater07","good"
102,"defaced","rater07","good"
103,"original","rater07","excellent"
103,"defaced","rater07","excellent"
104,"original","rater07","good"
104,"defaced","rater07","good"
105,"original","rater07","good"
105,"defaced","rater07","good"
106,"original","rater07","good"
106,"defaced","rater07","excellent"
107,"original","rater07","excellent"
107,"defaced","rater07","excellent"
108,"original","rater07","poor"
108,"defaced","rater07","poor"
109,"original","rater07","excellent"
109,"defaced","rater07","excellent"
110,"original","rater07","good"
110,"defaced","rater07","good"
111,"original","rater07","good"
111,"defaced","rater07","excellent"
112,"original","rater07","excellent"
112,"defaced","rater07","excellent"
113,"original","rater07","excluded"
113,"defaced","rater07","excluded"
114,"original","rater07","poor"
114,"defaced","rater07","poor"
115,"original","rater07","poor"
115,"defaced","rater07","good"
116,"original","rater07","good"
116,"defaced","rater07","good"
117,"original","rater07","excluded"
117,"defaced","rater07","poor"
118,"original","rater07","excluded"
118,"defaced","rater07","poor"
119,"original","rater07","excellent"
119,"defaced","rater07","excellent"
120,"original","rater07","good"
120,"defaced","rater07","good"
121,"original","rater07","excluded"
121,"defaced","rater07","poor"
122,"original","rater07","excluded"
122,"defaced","rater07","poor"
123,"original","rater07","poor"
123,"defaced","rater07","good"
124,"original","rater07","excellent"
124,"defaced","rater07","excellent"
125,"original","rater07","good"
125,"defaced","rater07","good"
126,"original","rater07","excellent"
126,"defaced","rater07","excellent"
127,"original","rater07","excellent"
127,"defaced","rater07","excellent"
128,"original","rater07","excellent"
128,"defaced","rater07","excellent"
129,"original","rater07","good"
129,"defaced","rater07","good"
130,"original","rater07","excellent"
130,"defaced","rater07","excellent"
131,"original","rater07","poor"
131,"defaced","rater07","poor"
132,"original","rater07","good"
132,"defaced","rater07","excellent"
133,"original","rater07","good"
133,"defaced","rater07","good"
134,"original","rater07","good"
134,"defaced","rater07","excellent"
135,"original","rater07","poor"
135,"defaced","rater07","poor"
136,"original","rater07","excluded"
136,"defaced","rater07","excluded"
137,"original","rater07","excellent"
137,"defaced","rater07","excellent"
138,"original","rater07","good"
138,"defaced","rater07","excellent"
139,"original","rater07","excluded"
139,"defaced","rater07","poor"
140,"original","rater07","excluded"
140,"defaced","rater07","poor"
141,"original","rater07","excellent"
141,"defaced","rater07","excellent"
142,"original","rater07","poor"
142,"defaced","rater07","poor"
143,"original","rater07","excluded"
143,"defaced","rater07","excluded"
144,"original","rater07","excellent"
144,"defaced","rater07","excellent"
145,"original","rater07","good"
145,"defaced","rater07","excellent"
146,"original","rater07","excluded"
146,"defaced","rater07","poor"
147,"original","rater07","good"
147,"defaced","rater07","excellent"
148,"original","rater07","poor"
148,"defaced","rater07","poor"
149,"original","rater07","excluded"
149,"defaced","rater07","poor"
150,"original","rater07","poor"
150,"defaced","rater07","poor"
151,"original","rater07","excellent"
151,"defaced","rater07","excellent"
152,"original","rater07","excellent"
152,"defaced","rater07","excellent"
153,"original","rater07","poor"
153,"defaced","rater07","good"
154,"original","rater07","excluded"
154,"defaced","rater07","excluded"
155,"original","rater07","excluded"
155,"defaced","rater07","poor"
156,"original","rater07","excellent"
156,"defaced","rater07","excellent"
157,"original","rater07","excluded"
157,"defaced","rater07","poor"
158,"original","rater07","excellent"
158,"defaced","rater07","excellent"
159,"original","rater07","poor"
159,"defaced","rater07","good"
160,"original","rater07","good"
160,"defaced","rater07","excellent"
161,"original","rater07","good"
161,"defaced","rater07","good"
162,"original","rater07","good"
162,"defaced","rater07","good"
163,"original","rater07","excluded"
163,"defaced","rater07","poor"
164,"original","rater07","excellent"
164,"defaced","rater07","excellent"
165,"original","rater07","good"
165,"defaced","rater07","good"
166,"original","rater07","excellent"
166,"defaced","rater07","excellent"
167,"original","rater07","poor"
167,"defaced","rater07","good"
168,"original","rater07","poor"
168,"defaced","rater07","poor"
169,"original","rater07","good"
169,"defaced","rater07","excellent"
170,"original","rater07","poor"
170,"defaced","rater07","poor"
171,"original","rater07","excellent"
171,"defaced","rater07","excellent"
172,"original","rater07","excellent"
172,"defaced","rater07","excellent"
173,"original","rater07","excellent"
173,"defaced","rater07","excellent"
174,"original","rater07","excellent"
174,"defaced","rater07","excellent"
175,"original","rater07","excluded"
175,"defaced","rater07","poor"
176,"original","rater07","excluded"
176,"defaced","rater07","poor"
177,"original","rater07","excellent"
177,"defaced","rater07","excellent"
178,"original","rater07","excellent"
178,"defaced","rater07","excellent"
179,"original","rater07","poor"
179,"defaced","rater07","poor"
180,"original","rater07","excluded"
180,"defaced","rater07","excluded"
181,"original","rater07","poor"
181,"defaced","rater07","good"
182,"original","rater07","excellent"
182,"defaced","rater07","excellent"
183,"original","rater07","excluded"
183,"defaced","rater07","excluded"
184,"original","rater07","good"
184,"defaced","rater07","good"
185,"original","rater07","excluded"
185,"defaced","rater07","poor"
186,"original","rater07","good"
186,"defaced","rater07","excellent"
187,"original","rater07","good"
187,"defaced","rater07","good"
188,"original","rater07","good"
188,"defaced","rater07","good"
189,"original","rater07","excellent"
189,"defaced","rater07","excellent"
190,"original","rater07","poor"
190,"defaced","rater07","good"
191,"original","rater07","poor"
191,"defaced","rater07","poor"
192,"original","rater07","excellent"
192,"defaced","rater07","excellent"
193,"original","rater07","excellent"
193,"defaced","rater07","excellent"
194,"original","rater07","excluded"
194,"defaced","rater07","excluded"
195,"original","rater07","poor"
195,"defaced","rater07","poor"
196,"original","rater07","excellent"
196,"defaced","rater07","excellent"
197,"original","rater07","poor"
197,"defaced","rater07","poor"
198,"original","rater07","excellent"
198,"defaced","rater07","excellent"
199,"original","rater07","poor"
199,"defaced","rater07","poor"
200,"original","rater07","poor"
200,"defaced","rater07","poor"
201,"original","rater07","good"
201,"defaced","rater07","good"
202,"original","rater07","excellent"
202,"defaced","rater07","excellent"
203,"original","rater07","good"
203,"defaced","rater07","excellent"
204,"original","rater07","excellent"
204,"defaced","rater07","excellent"
205,"original","rater07","good"
205,"defaced","rater07","good"
206,"original","rater07","poor"
206,"defaced","rater07","good"
207,"original","rater07","good"
207,"defaced","rater07","excellent"
208,"original","rater07","good"
208,"defaced","rater07","good"
209,"original","rater07","good"
209,"defaced","rater07","excellent"
210,"original","rater07","excluded"
210,"defaced","rater07","poor"
211,"original","rater07","good"
211,"defaced","rater07","good"
212,"original","rater07","excluded"
212,"defaced","rater07","poor"
213,"original","rater07","excellent"
213,"defaced","rater07","excellent"
214,"original","rater07","excluded"
214,"defaced","rater07","poor"
215,"original","rater07","good"
215,"defaced","rater07","excellent"
216,"original","rater07","excellent"
216,"defaced","rater07","excellent"
217,"original","rater07","poor"
217,"defaced","rater07","good"
218,"original","rater07","poor"
218,"defaced","rater07","poor"
219,"original","rater07","excluded"
219,"defaced","rater07","poor"
220,"original","rater07","excluded"
220,"defaced","rater07","excluded"
221,"original","rater07","excluded"
221,"defaced","rater07","poor"
222,"original","rater07","excellent"
222,"defaced","rater07","excellent"
223,"original","rater07","excellent"
223,"defaced","rater07","excellent"
224,"original","rater07","excluded"
224,"defaced","rater07","poor"
225,"original","rater07","good"
225,"defaced","rater07","excellent"
226,"original","rater07","excluded"
226,"defaced","rater07","poor"
227,"original","rater07","good"
227,"defaced","rater07","good"
228,"original","rater07","good"
228,"defaced","rater07","good"
229,"original","rater07","good"
229,"defaced","rater07","good"
230,"original","rater07","good"
230,"defaced","rater07","good"
231,"original","rater07","excellent"
231,"defaced","rater07","excellent"
232,"original","rater07","excluded"
232,"defaced","rater07","poor"
233,"original","rater07","excluded"
233,"defaced","rater07","poor"
234,"original","rater07","poor"
234,"defaced","rater07","good"
235,"original","rater07","excellent"
235,"defaced","rater07","excellent"
236,"original","rater07","good"
236,"defaced","rater07","excellent"
237,"original","rater07","poor"
237,"defaced","rater07","poor"
238,"original","rater07","good"
238,"defaced","rater07","excellent"
239,"original","rater07","good"
239,"defaced","rater07","good"
240,"original","rater07","excluded"
240,"defaced","rater07","poor"
241,"original","rater07","excellent"
241,"defaced","rater07","excellent"
242,"original","rater07","excluded"
242,"defaced","rater07","excluded"
243,"original","rater07","good"
243,"defaced","rater07","good"
244,"original","rater07","good"
244,"defaced","rater07","excellent"
245,"original","rater07","poor"
245,"defaced","rater07","good"
246,"original","rater07","excluded"
246,"defaced","rater07","excluded"
247,"original","rater07","good"
247,"defaced","rater07","good"
248,"original","rater07","good"
248,"defaced","rater07","good"
249,"original","rater07","good"
249,"defaced","rater07","excellent"
250,"original","rater07","good"
250,"defaced","rater07","good"
251,"original","rater07","excellent"
251,"defaced","rater07","excellent"
252,"original","rater07","excellent"
252,"defaced","rater07","excellent"
253,"original","rater07","poor"
253,"defaced","rater07","poor"
254,"original","rater07","good"
254,"defaced","rater07","good"
255,"original","rater07","excellent"
255,"defaced","rater07","excellent"
256,"original","rater07","poor"
256,"defaced","rater07","poor"
257,"original","rater07","excellent"
257,"defaced","rater07","excellent"
258,"original","rater07","good"
258,"defaced","rater07","excellent"
259,"original","rater07","good"
259,"defaced","rater07","good"
260,"original","rater07","good"
260,"defaced","rater07","excellent"
261,"original","rater07","excellent"
261,"defaced","rater07","excellent"
262,"original","rater07","poor"
262,"defaced","rater07","poor"
263,"original","rater07","poor"
263,"defaced","rater07","poor"
264,"original","rater07","excluded"
264,"defaced","rater07","excluded"
265,"original","rater07","excluded"
265,"defaced","rater07","poor"
266,"original","rater07","excellent"
266,"defaced","rater07","excellent"
267,"original","rater07","good"
267,"defaced","rater07","excellent"
268,"original","rater07","excellent"
268,"defaced","rater07","excellent"
269,"original","rater07","good"
269,"defaced","rater07","good"
270,"original","rater07","excluded"
270,"defaced","rater07","excluded"
271,"original","rater07","good"
271,"defaced","rater07","good"
272,"original","rater07","poor"
272,"defaced","rater07","good"
273,"original","rater07","excluded"
273,"defaced","rater07","poor"
274,"original","rater07","poor"
274,"defaced","rater07","good"
275,"original","rater07","excluded"
275,"defaced","rater07","excluded"
276,"original","rater07","good"
276,"defaced","rater07","excellent"
277,"original","rater07","excluded"
277,"defaced","rater07","poor"
278,"original","rater07","excellent"
278,"defaced","rater07","excellent"
279,"original","rater07","good"
279,"defaced","rater07","excellent"
280,"original","rater07","poor"
280,"defaced","rater07","poor"
281,"original","rater07","good"
281,"defaced","rater07","good"
282,"original","rater07","good"
282,"defaced","rater07","excellent"
283,"original","rater07","poor"
283,"defaced","rater07","poor"
284,"original","rater07","excellent"
284,"defaced","rater07","excellent"
285,"original","rater07","excellent"
285,"defaced","rater07","excellent"
286,"original","rater07","good"
286,"defaced","rater07","good"
287,"original","rater07","poor"
287,"defaced","rater07","poor"
288,"original","rater07","poor"
288,"defaced","rater07","good"
289,"original","rater07","poor"
289,"defaced","rater07","poor"
290,"original","rater07","excluded"
290,"defaced","rater07","poor"
291,"original","rater07","excluded"
291,"defaced","rater07","poor"
292,"original","rater07","poor"
292,"defaced","rater07","good"
293,"original","rater07","poor"
293,"defaced","rater07","good"
294,"original","rater07","good"
294,"defaced","rater07","excellent"
295,"original","rater07","excluded"
295,"defaced","rater07","poor"
296,"original","rater07","excluded"
296,"defaced","rater07","excluded"
297,"original","rater07","excluded"
297,"defaced","rater07","poor"
298,"original","rater07","good"
298,"defaced","rater07","excellent"
299,"original","rater07","excellent"
299,"defaced","rater07","excellent"
300,"original","rater07","excluded"
300,"defaced","rater07","excluded"
301,"original","rater07","poor"
301,"defaced","rater07","good"
302,"original","rater07","excluded"
302,"defaced","rater07","excluded"
303,"original","rater07","poor"
303,"defaced","rater07","good"
304,"original","rater07","good"
304,"defaced","rater07","excellent"
305,"original","rater07","poor"
305,"defaced","rater07","poor"
306,"original","rater07","excluded"
306,"defaced","rater07","excluded"
307,"original","rater07","good"
307,"defaced","rater07","excellent"
308,"original","rater07","good"
308,"defaced","rater07","good"
309,"original","rater07","good"
309,"defaced","rater07","excellent"
310,"original","rater07","excluded"
310,"defaced","rater07","excluded"
311,"original","rater07","excluded"
311,"defaced","rater07","excluded"
312,"original","rater07","excellent"
312,"defaced","rater07","excellent"
313,"original","rater07","excellent"
313,"defaced","rater07","excellent"
314,"original","rater07","good"
314,"defaced","rater07","excellent"
315,"original","rater07","good"
315,"defaced","rater07","good"
316,"original","rater07","excluded"
316,"defaced","rater07","excluded"
317,"original","rater07","poor"
317,"defaced","rater07","good"
318,"original","rater07","excluded"
318,"defaced","rater07","poor"
319,"original","rater07","excluded"
319,"defaced","rater07","poor"
320,"original","rater07","poor"
320,"defaced","rater07","good"
321,"original","rater07","excellent"
321,"defaced","rater07","excellent"
322,"original","rater07","poor"
322,"defaced","rater07","poor"
323,"original","rater07","poor"
323,"defaced","rater07","poor"
324,"original","rater07","excluded"
324,"defaced","rater07","excluded"
325,"original","rater07","excellent"
325,"defaced","rater07","excellent"
326,"original","rater07","poor"
326,"defaced","rater07","poor"
327,"original","rater07","excellent"
327,"defaced","rater07","excellent"
328,"original","rater07","good"
328,"defaced","rater07","good"
329,"original","rater07","excluded"
329,"defaced","rater07","poor"
330,"original","rater07","good"
330,"defaced","rater07","good"
331,"original","rater07","poor"
331,"defaced","rater07","good"
332,"original","rater07","good"
332,"defaced","rater07","excellent"
333,"original","rater07","good"
333,"defaced","rater07","excellent"
334,"original","rater07","excellent"
334,"defaced","rater07","excellent"
335,"original","rater07","poor"
335,"defaced","rater07","poor"
336,"original","rater07","excluded"
336,"defaced","rater07","excluded"
337,"original","rater07","excellent"
337,"defaced","rater07","excellent"
338,"original","rater07","good"
338,"defaced","rater07","good"
339,"original","rater07","excluded"
339,"defaced","rater07","excluded"
340,"original","rater07","excluded"
340,"defaced","rater07","excluded"
341,"original","rater07","excellent"
341,"defaced","rater07","excellent"
342,"original","rater07","poor"
342,"defaced","rater07","good"
343,"original","rater07","excellent"
343,"defaced","rater07","excellent"
344,"original","rater07","good"
344,"defaced","rater07","good"
345,"original","rater07","poor"
345,"defaced","rater07","good"
346,"original","rater07","good"
346,"defaced","rater07","excellent"
347,"original","rater07","good"
347,"defaced","rater07","excellent"
348,"original","rater07","excluded"
348,"defaced","rater07","poor"
349,"original","rater07","excluded"
349,"defaced","rater07","poor"
350,"original","rater07","excellent"
350,"defaced","rater07","excellent"
351,"original","rater07","good"
351,"defaced","rater07","good"
352,"original","rater07","excellent"
352,"defaced","rater07","excellent"
353,"original","rater07","good"
353,"defaced","rater07","excellent"
354,"original","rater07","excellent"
354,"defaced","rater07","excellent"
355,"original","rater07","excellent"
355,"defaced","rater07","excellent"
356,"original","rater07","good"
356,"defaced","rater07","excellent"
357,"original","rater07","excellent"
357,"defaced","rater07","excellent"
358,"original","rater07","poor"
358,"defaced","rater07","poor"
359,"original","rater07","poor"
359,"defaced","rater07","good"
360,"original","rater07","excluded"
360,"defaced","rater07","poor"
361,"original","rater07","excluded"
361,"defaced","rater07","excluded"
362,"original","rater07","excluded"
362,"defaced","rater07","poor"
363,"original","rater07","excellent"
363,"defaced","rater07","excellent"
364,"original","rater07","excluded"
364,"defaced","rater07","poor"
365,"original","rater07","excellent"
365,"defaced","rater07","excellent"
366,"original","rater07","good"
366,"defaced","rater07","excellent"
367,"original","rater07","good"
367,"defaced","rater07","good"
368,"original","rater07","good"
368,"defaced","rater07","good"
369,"original","rater07","excellent"
369,"defaced","rater07","excellent"
370,"original","rater07","excellent"
370,"defaced","rater07","excellent"
371,"original","rater07","good"
371,"defaced","rater07","excellent"
372,"original","rater07","excluded"
372,"defaced","rater07","poor"
373,"original","rater07","poor"
373,"defaced","rater07","good"
374,"original","rater07","excellent"
374,"defaced","rater07","excellent"
375,"original","rater07","poor"
375,"defaced","rater07","poor"
376,"original","rater07","excellent"
376,"defaced","rater07","excellent"
377,"original","rater07","good"
377,"defaced","rater07","excellent"
378,"original","rater07","good"
378,"defaced","rater07","good"
379,"original","rater07","excluded"
379,"defaced","rater07","poor"
380,"original","rater07","poor"
380,"defaced","rater07","poor"
381,"original","rater07","excluded"
381,"defaced","rater07","poor"
382,"original","rater07","good"
382,"defaced","rater07","good"
383,"original","rater07","good"
383,"defaced","rater07","good"
384,"original","rater07","excluded"
384,"defaced","rater07","excluded"
385,"original","rater07","good"
385,"defaced","rater07","excellent"
386,"original","rater07","excluded"
386,"defaced","rater07","poor"
387,"original","rater07","excellent"
387,"defaced","rater07","excellent"
388,"original","rater07","excellent"
388,"defaced","rater07","excellent"
389,"original","rater07","excluded"
389,"defaced","rater07","poor"
390,"original","rater07","poor"
390,"defaced","rater07","poor"
391,"original","rater07","excluded"
391,"defaced","rater07","excluded"
392,"original","rater07","excluded"
392,"defaced","rater07","excluded"
393,"original","rater07","poor"
393,"defaced","rater07","poor"
394,"original","rater07","poor"
394,"defaced","rater07","poor"
395,"original","rater07","poor"
395,"defaced","rater07","poor"
396,"original","rater07","poor"
396,"defaced","rater07","poor"
397,"original","rater07","excluded"
397,"defaced","rater07","excluded"
398,"original","rater07","excluded"
398,"defaced","rater07","excluded"
399,"original","rater07","good"
399,"defaced","rater07","good"
400,"original","rater07","excluded"
400,"defaced","rater07","poor"
401,"original","rater07","excellent"
401,"defaced","rater07","excellent"
402,"original","rater07","excluded"
402,"defaced","rater07","poor"
403,"original","rater07","excluded"
403,"defaced","rater07","excluded"
404,"original","rater07","excluded"
404,"defaced","rater07","excluded"
405,"original","rater07","excluded"
405,"defaced","rater07","poor"
406,"original","rater07","poor"
406,"defaced","rater07","poor"
407,"original","rater07","good"
407,"defaced","rater07","excellent"
408,"original","rater07","excellent"
408,"defaced","rater07","excellent"
409,"original","rater07","excellent"
409,"defaced","rater07","excellent"
410,"original","rater07","good"
410,"defaced","rater07","excellent"
411,"original","rater07","poor"
411,"defaced","rater07","good"
412,"original","rater07","good"
412,"defaced","rater07","excellent"
413,"original","rater07","poor"
413,"defaced","rater07","poor"
414,"original","rater07","excluded"
414,"defaced","rater07","poor"
415,"original","rater07","excellent"
415,"defaced","rater07","excellent"
416,"original","rater07","excellent"
416,"defaced","rater07","excellent"
417,"original","rater07","excellent"
417,"defaced","rater07","excellent"
418,"original","rater07","excluded"
418,"defaced","rater07","excluded"
419,"original","rater07","excluded"
419,"defaced","rater07","excluded"
420,"original","rater07","excellent"
420,"defaced","rater07","excellent"
421,"original","rater07","poor"
421,"defaced","rater07","good"
422,"original","rater07","good"
422,"defaced","rater07","excellent"
423,"original","rater07","poor"
423,"defaced","rater07","poor"
424,"original","rater07","poor"
424,"defaced","rater07","poor"
425,"original","rater07","excellent"
425,"defaced","rater07","excellent"
426,"original","rater07","excluded"
426,"defaced","rater07","excluded"
427,"original","rater07","excluded"
427,"defaced","rater07","excluded"
428,"original","rater07","excluded"
428,"defaced","rater07","excluded"
429,"original","rater07","good"
429,"defaced","rater07","good"
430,"original","rater07","poor"
430,"defaced","rater07","poor"
431,"original","rater07","good"
431,"defaced","rater07","good"
432,"original","rater07","good"
432,"defaced","rater07","good"
433,"original","rater07","excluded"
433,"defaced","rater07","excluded"
434,"original","rater07","poor"
434,"defaced","rater07","poor"
435,"original","rater07","good"
435,"defaced","rater07","excellent"
436,"original","rater07","excluded"
436,"defaced","rater07","poor"
437,"original","rater07","excluded"
437,"defaced","rater07","excluded"
438,"original","rater07","poor"
438,"defaced","rater07","poor"
439,"original","rater07","excluded"
439,"defaced","rater07","poor"
440,"original","rater07","good"
440,"defaced","rater07","good"
441,"original","rater07","excluded"
441,"defaced","rater07","poor"
442,"original","rater07","poor"
442,"defaced","rater07","good"
443,"original","rater07","poor"
443,"defaced","rater07","poor"
444,"original","rater07","excellent"
444,"defaced","rater07","excellent"
445,"original","rater07","excellent"
445,"defaced","rater07","excellent"
446,"original","rater07","poor"
446,"defaced","rater07","good"
447,"original","rater07","good"
447,"defaced","rater07","good"
448,"original","rater07","excluded"
448,"defaced","rater07","excluded"
449,"original","rater07","excellent"
449,"defaced","rater07","excellent"
450,"original","rater07","good"
450,"defaced","rater07","good"
451,"original","rater07","poor"
451,"defaced","rater07","good"
452,"original","rater07","excellent"
452,"defaced","rater07","excellent"
453,"original","rater07","excellent"
453,"defaced","rater07","excellent"
454,"original","rater07","excluded"
454,"defaced","rater07","excluded"
455,"original","rater07","good"
455,"defaced","rater07","excellent"
456,"original","rater07","good"
456,"defaced","rater07","good"
457,"original","rater07","excellent"
457,"defaced","rater07","excellent"
458,"original","rater07","poor"
458,"defaced","rater07","poor"
459,"original","rater07","excellent"
459,"defaced","rater07","excellent"
460,"original","rater07","excluded"
460,"defaced","rater07","poor"
461,"original","rater07","excluded"
461,"defaced","rater07","poor"
462,"original","rater07","excellent"
462,"defaced","rater07","excellent"
463,"original","rater07","good"
463,"defaced","rater07","good"
464,"original","rater07","excellent"
464,"defaced","rater07","excellent"
465,"original","rater07","excluded"
465,"defaced","rater07","poor"
