randomized_id	rater_id	dataset	rating	time_sec	artifacts	confidence	comments	defaced	subject
sub-0040_T1w	rater_03	IXI dataset - MRIQC derivatives	2.45	82.589	"[""eye-spillover""]"	1.9	blurry	1	646
sub-0295_T1w	rater_03	IXI dataset - MRIQC derivatives	3.45	59.023	"[""eye-spillover"",""noneye-spillover""]"	3.5		0	051
sub-0285_T1w	rater_03	IXI dataset - MRIQC derivatives	3.05	59.893	"[""noneye-spillover""]"	3.5		1	572
sub-0134_T1w	rater_03	IXI dataset - MRIQC derivatives	3.4	73.803	"[""eye-spillover""]"	2.65		0	638
sub-0088_T1w	rater_03	IXI dataset - MRIQC derivatives	3.0	70.902	"[""eye-spillover"",""noneye-spillover""]"	2.25	looks pathological	0	448
sub-0007_T1w	rater_03	IXI dataset - MRIQC derivatives	3.65	47.792	[]	2.15		1	262
sub-0954_T1w	rater_03	IXI dataset - MRIQC derivatives	2.85	56.558	"[""noneye-spillover"",""inu""]"	3.5		1	102
sub-0392_T1w	rater_03	IXI dataset - MRIQC derivatives	3.15	49.278	"[""eye-spillover"",""wrap-around""]"	3.5		0	608
sub-0595_T1w	rater_03	IXI dataset - MRIQC derivatives	2.55	59.376	"[""eye-spillover"",""noneye-spillover""]"	1.8		0	213
sub-0995_T1w	rater_03	IXI dataset - MRIQC derivatives	2.55	89.341	"[""noneye-spillover""]"	1.25	strange contrast and looks blurry at times.	0	257
sub-0606_T1w	rater_03	IXI dataset - MRIQC derivatives	2.8	54.837	"[""eye-spillover"",""noneye-spillover""]"	3.5		0	258
sub-0154_T1w	rater_03	IXI dataset - MRIQC derivatives	3.1	68.311	"[""eye-spillover"",""noneye-spillover""]"	3.5		1	255
sub-0448_T1w	rater_03	IXI dataset - MRIQC derivatives	3.45	57.086	"[""eye-spillover"",""noneye-spillover""]"	3.5		0	218
sub-0847_T1w	rater_03	IXI dataset - MRIQC derivatives	3.45	38.865	"[""eye-spillover"",""noneye-spillover""]"	3.5		0	163
sub-0776_T1w	rater_03	IXI dataset - MRIQC derivatives	3.65	50.648	[]	2.9		0	267
sub-0888_T1w	rater_03	IXI dataset - MRIQC derivatives	3.1	41.772	"[""eye-spillover"",""noneye-spillover""]"	3.5		1	508
sub-0178_T1w	rater_03	IXI dataset - MRIQC derivatives	3.0	47.0	"[""eye-spillover"",""noneye-spillover"",""inu""]"	3.5		0	201
sub-0632_T1w	rater_03	IXI dataset - MRIQC derivatives	3.45	60.564	"[""eye-spillover"",""noneye-spillover""]"	3.5		1	092
sub-0058_T1w	rater_03	IXI dataset - MRIQC derivatives	2.65	69.369	"[""eye-spillover"",""noneye-spillover""]"	3.5		0	484
sub-1172_T1w	rater_03	IXI dataset - MRIQC derivatives	2.4	112.123	"[""head-motion"",""noneye-spillover""]"	3.5		1	277
sub-0728_T1w	rater_03	IXI dataset - MRIQC derivatives	3.35	46.116	"[""eye-spillover"",""inu""]"	3.5		1	096
sub-1133_T1w	rater_03	IXI dataset - MRIQC derivatives	2.75	52.235	"[""eye-spillover"",""noneye-spillover"",""inu""]"	3.5		0	611
sub-0608_T1w	rater_03	IXI dataset - MRIQC derivatives	3.05	50.9	"[""eye-spillover"",""noneye-spillover""]"	3.5		1	356
sub-0999_T1w	rater_03	IXI dataset - MRIQC derivatives	3.3	60.167	"[""eye-spillover"",""noneye-spillover""]"	3.5		0	095
sub-0705_T1w	rater_03	IXI dataset - MRIQC derivatives	3.35	43.421	"[""eye-spillover"",""noneye-spillover""]"	3.5		0	566
sub-0813_T1w	rater_03	IXI dataset - MRIQC derivatives	2.8	64.696	"[""eye-spillover"",""noneye-spillover""]"	3.5		0	280
sub-0247_T1w	rater_03	IXI dataset - MRIQC derivatives	2.9	106.989	"[""eye-spillover""]"	3.5		1	638
sub-0803_T1w	rater_03	IXI dataset - MRIQC derivatives	3.35	39.74	"[""eye-spillover"",""noneye-spillover""]"	3.5		1	056
sub-1191_T1w	rater_03	IXI dataset - MRIQC derivatives	3.2	23.998	"[""eye-spillover"",""noneye-spillover""]"	3.5		1	148
sub-0507_T1w	rater_03	IXI dataset - MRIQC derivatives	2.75	39.875	"[""eye-spillover"",""noneye-spillover""]"	3.5		1	201
sub-0800_T1w	rater_03	IXI dataset - MRIQC derivatives	3.3	29.825	"[""eye-spillover"",""noneye-spillover""]"	3.5		0	148
sub-0320_T1w	rater_03	IXI dataset - MRIQC derivatives	3.45	46.936	[]	3.5		1	396
sub-0552_T1w	rater_03	IXI dataset - MRIQC derivatives	2.4	120.761	"[""head-motion"",""eye-spillover"",""noneye-spillover""]"	3.5		1	386
sub-0797_T1w	rater_03	IXI dataset - MRIQC derivatives	3.45	28.252	"[""eye-spillover"",""noneye-spillover""]"	3.5		1	253
sub-0918_T1w	rater_03	IXI dataset - MRIQC derivatives	3.0	67.368	"[""eye-spillover"",""noneye-spillover""]"	3.5		0	609
sub-1120_T1w	rater_03	IXI dataset - MRIQC derivatives	2.75	44.482	"[""eye-spillover"",""noneye-spillover""]"	3.5		0	132
sub-0757_T1w	rater_03	IXI dataset - MRIQC derivatives	1.4	35.944	"[""head-motion"",""eye-spillover"",""noneye-spillover""]"	3.5		1	636
sub-0745_T1w	rater_03	IXI dataset - MRIQC derivatives	3.25	38.101	"[""eye-spillover"",""noneye-spillover""]"	3.5		0	511
sub-0155_T1w	rater_03	IXI dataset - MRIQC derivatives	2.25	46.307	"[""head-motion"",""eye-spillover"",""noneye-spillover""]"	3.5		1	443
sub-1079_T1w	rater_03	IXI dataset - MRIQC derivatives	2.9	51.212	"[""eye-spillover"",""noneye-spillover""]"	3.5		0	174
sub-0762_T1w	rater_03	IXI dataset - MRIQC derivatives	2.35	70.531	"[""head-motion"",""noneye-spillover"",""wrap-around""]"	3.5		1	048
sub-0221_T1w	rater_03	IXI dataset - MRIQC derivatives	3.4	45.31	"[""eye-spillover""]"	3.5		0	436
sub-0651_T1w	rater_03	IXI dataset - MRIQC derivatives	1.35	46.284	"[""head-motion"",""eye-spillover"",""ghost-aliasing""]"	3.5		0	204
sub-0460_T1w	rater_03	IXI dataset - MRIQC derivatives	2.55	64.054	"[""eye-spillover"",""noneye-spillover""]"	3.5		1	538
sub-0922_T1w	rater_03	IXI dataset - MRIQC derivatives	3.4	51.215	"[""eye-spillover"",""noneye-spillover""]"	3.5		0	522
sub-0343_T1w	rater_03	IXI dataset - MRIQC derivatives	3.4	109.082	"[""eye-spillover"",""noneye-spillover""]"	3.5		1	546
sub-0437_T1w	rater_03	IXI dataset - MRIQC derivatives	3.7	84.863	[]	3.5		1	302
sub-1155_T1w	rater_03	IXI dataset - MRIQC derivatives	2.35	43.71	"[""head-motion"",""eye-spillover"",""noneye-spillover""]"	3.5		1	598
sub-0119_T1w	rater_03	IXI dataset - MRIQC derivatives	1.15	37.739	"[""head-motion"",""eye-spillover"",""noneye-spillover""]"	3.5		0	636
sub-0494_T1w	rater_03	IXI dataset - MRIQC derivatives	3.2	86.782	"[""eye-spillover"",""noneye-spillover""]"	3.5		0	033
sub-0035_T1w	rater_03	IXI dataset - MRIQC derivatives	3.45	25.677	"[""eye-spillover"",""noneye-spillover""]"	3.5		1	051
sub-0678_T1w	rater_03	IXI dataset - MRIQC derivatives	3.35	44.7	"[""eye-spillover"",""noneye-spillover""]"	3.5		0	441
sub-0479_T1w	rater_03	IXI dataset - MRIQC derivatives	2.95	35.87	"[""eye-spillover"",""noneye-spillover""]"	3.5		0	566
sub-0017_T1w	rater_03	IXI dataset - MRIQC derivatives	1.45	35.887	"[""head-motion"",""eye-spillover"",""noneye-spillover""]"	3.5		0	443
sub-0931_T1w	rater_03	IXI dataset - MRIQC derivatives	2.05	38.233	"[""head-motion"",""eye-spillover"",""noneye-spillover""]"	3.5		1	295
sub-1012_T1w	rater_03	IXI dataset - MRIQC derivatives	3.6	43.942	"[""eye-spillover""]"	3.5		1	327
sub-1153_T1w	rater_02	IXI dataset - MRIQC derivatives	3.2	270.306	"[""processing"",""uncategorized""]"	3.5	Background artefact	1	632
sub-1238_T1w	rater_02	IXI dataset - MRIQC derivatives	2.55	75.057	"[""processing"",""uncategorized""]"	2.15	dropout, 	0	278
sub-0978_T1w	rater_02	IXI dataset - MRIQC derivatives	2.95	120.602	"[""noise-local"",""field-variation"",""processing""]"	3.5	local noise 60 61	1	057
sub-0179_T1w	rater_02	IXI dataset - MRIQC derivatives	2.9	52.804	"[""noise-global"",""noise-local"",""processing""]"	2.4		1	033
sub-1024_T1w	rater_02	IXI dataset - MRIQC derivatives	2.8	136.234	"[""noise-local""]"	3.5	bit of dropout	1	601
sub-0766_T1w	rater_02	IXI dataset - MRIQC derivatives	2.8	74.263	"[""noise-local"",""wrap-around"",""processing""]"	3.2	drop out a bit, fov short	1	525
sub-1128_T1w	rater_02	IXI dataset - MRIQC derivatives	2.55	91.0	"[""noise-global"",""noise-local"",""processing""]"	3.5		1	206
sub-0675_T1w	rater_02	IXI dataset - MRIQC derivatives	3.5	45.647	"[""processing""]"	3.5		1	633
sub-0243_T1w	rater_02	IXI dataset - MRIQC derivatives	2.95	108.736	"[""noise-local"",""processing""]"	3.5		1	160
sub-0284_T1w	rater_02	IXI dataset - MRIQC derivatives	2.45	68.303	"[""noise-global"",""noise-local"",""processing"",""uncategorized""]"	1.85	dropout	0	282
sub-1093_T1w	rater_02	IXI dataset - MRIQC derivatives	3.15	82.973	"[""head-motion""]"	2.95	slight motion artefact	0	146
sub-1234_T1w	rater_02	IXI dataset - MRIQC derivatives	1.55	63.395	"[""head-motion"",""noise-global"",""noise-local"",""processing"",""uncategorized""]"	3.5	dropout, blurry	1	175
sub-0588_T1w	rater_02	IXI dataset - MRIQC derivatives	2.6	115.174	"[""noise-local"",""processing""]"	3.5	huge horizontal band local noise 68-69	1	097
sub-1084_T1w	rater_02	IXI dataset - MRIQC derivatives	2.75	123.515	"[""noise-local"",""processing"",""uncategorized""]"	3.5	background artefact	1	440
sub-0218_T1w	rater_02	IXI dataset - MRIQC derivatives	2.85	83.65	"[""wrap-around"",""field-variation"",""processing""]"	2.55		1	067
sub-0014_T1w	rater_02	IXI dataset - MRIQC derivatives	2.45	78.727	"[""eye-spillover"",""noise-global"",""noise-local"",""field-variation"",""processing"",""uncategorized""]"	3.5	background artefact	0	080
sub-0649_T1w	rater_02	IXI dataset - MRIQC derivatives	3.0	174.487	"[""head-motion"",""noise-local"",""wrap-around"",""processing"",""uncategorized""]"	3.5	strongly tilded head, slight head motion 83 P-A	0	313
sub-0893_T1w	rater_02	IXI dataset - MRIQC derivatives	2.55	80.219	"[""noise-global"",""noise-local"",""uncategorized""]"	1.9	dropout	1	094
sub-0842_T1w	rater_02	IXI dataset - MRIQC derivatives	3.5	70.721	"[""processing"",""uncategorized""]"	3.5	horizontal line	0	586
sub-1028_T1w	rater_02	IXI dataset - MRIQC derivatives	3.35	92.17	"[""processing"",""uncategorized""]"	2.85	slight background arfact	1	052
sub-0906_T1w	rater_02	IXI dataset - MRIQC derivatives	2.8	78.865	"[""noise-global"",""noise-local"",""processing""]"	2.95		1	256
sub-0573_T1w	rater_02	IXI dataset - MRIQC derivatives	2.55	92.29	"[""head-motion"",""noise-global"",""noise-local"",""processing""]"	2.85	motion artefact 72 73	0	445
sub-0071_T1w	rater_02	IXI dataset - MRIQC derivatives	3.25	101.963	"[""noise-local"",""field-variation"",""processing""]"	3.5	small bckg artefact	0	396
sub-0269_T1w	rater_02	IXI dataset - MRIQC derivatives	3.15	64.862	"[""noise-local"",""processing""]"	3.5		0	059
sub-0214_T1w	rater_02	IXI dataset - MRIQC derivatives	3.45	99.338	"[""noise-local"",""uncategorized""]"	2.0	big background artefact	0	538
sub-0708_T1w	rater_02	IXI dataset - MRIQC derivatives	2.65	114.975	"[""eye-spillover"",""noise-global"",""noise-local"",""field-variation"",""uncategorized""]"	3.5	 background artefact	0	260
sub-0549_T1w	rater_02	IXI dataset - MRIQC derivatives	3.45	66.222	"[""noise-local""]"	3.15		0	092
sub-0075_T1w	rater_02	IXI dataset - MRIQC derivatives	3.3	48.628	"[""noise-local"",""processing""]"	3.5		0	609
sub-0378_T1w	rater_02	IXI dataset - MRIQC derivatives	2.55	56.477	"[""noise-local"",""field-variation"",""uncategorized""]"	3.5	horizontal line,  background artefact	0	334
sub-0041_T1w	rater_02	IXI dataset - MRIQC derivatives	3.55	85.869	"[""uncategorized""]"	2.8	 background artefact	0	483
sub-0687_T1w	rater_02	IXI dataset - MRIQC derivatives	3.0	92.234	"[""eye-spillover"",""noise-local""]"	3.5	eye spilloiver 72	1	445
sub-0753_T1w	rater_02	IXI dataset - MRIQC derivatives	3.05	64.315	"[""noise-local"",""processing"",""uncategorized""]"	3.5	noise horizontal line 	1	614
sub-0623_T1w	rater_02	IXI dataset - MRIQC derivatives	3.55	51.246	"[""processing""]"	3.5		1	586
sub-0325_T1w	rater_02	IXI dataset - MRIQC derivatives	3.15	59.29	"[""noise-local"",""field-variation"",""processing""]"	3.1		1	482
sub-1021_T1w	rater_02	IXI dataset - MRIQC derivatives	2.8	61.101	"[""noise-local"",""field-variation"",""processing"",""uncategorized""]"	3.5	 background artefact	0	538
sub-1010_T1w	rater_02	IXI dataset - MRIQC derivatives	3.05	52.521	"[""noise-local"",""field-variation"",""processing""]"	3.25	local noisr horizontal ine 	1	567
sub-0599_T1w	rater_02	IXI dataset - MRIQC derivatives	3.0	46.343	"[""noise-local"",""field-variation"",""processing""]"	3.2		1	515
sub-1102_T1w	rater_02	IXI dataset - MRIQC derivatives	3.0	68.405	"[""noise-local"",""processing""]"	3.5		1	013
sub-0843_T1w	rater_02	IXI dataset - MRIQC derivatives	2.35	52.991	"[""noise-global"",""noise-local"",""wrap-around"",""processing"",""uncategorized""]"	1.75	dropout	0	603
sub-0047_T1w	rater_02	IXI dataset - MRIQC derivatives	2.7	60.677	"[""noise-local"",""field-variation"",""processing"",""uncategorized""]"	3.5	big dropout	1	661
sub-1235_T1w	rater_02	IXI dataset - MRIQC derivatives	1.4	58.846	"[""head-motion"",""noise-global"",""noise-local"",""wrap-around"",""processing"",""uncategorized""]"	3.5	 background artefact	1	383
sub-0581_T1w	rater_02	IXI dataset - MRIQC derivatives	2.05	47.963	"[""head-motion"",""noise-global"",""noise-local""]"	1.8		0	094
sub-0245_T1w	rater_02	IXI dataset - MRIQC derivatives	2.55	47.492	"[""noise-global"",""noise-local""]"	3.5		1	354
sub-0182_T1w	rater_02	IXI dataset - MRIQC derivatives	1.5	31.241	"[""head-motion"",""noise-global"",""noise-local"",""processing"",""uncategorized""]"	2.5	 background artefact	0	295
sub-0018_T1w	rater_02	IXI dataset - MRIQC derivatives	2.5	52.248	"[""noise-global"",""field-variation"",""processing"",""uncategorized""]"	3.5	big drop out	1	481
sub-0659_T1w	rater_02	IXI dataset - MRIQC derivatives	2.45	48.915	"[""head-motion"",""noise-global"",""noise-local"",""uncategorized""]"	2.85	 background artefact	0	357
sub-0341_T1w	rater_02	IXI dataset - MRIQC derivatives	2.6	55.538	"[""noise-global"",""field-variation"",""processing""]"	2.65		1	275
sub-0226_T1w	rater_02	IXI dataset - MRIQC derivatives	3.5	53.106	"[""uncategorized""]"	3.5	background noise	1	012
sub-1214_T1w	rater_02	IXI dataset - MRIQC derivatives	3.0	42.123	"[""noise-global"",""processing"",""uncategorized""]"	3.5	 background artefact	1	239
sub-1112_T1w	rater_02	IXI dataset - MRIQC derivatives	3.2	66.947	"[""noise-global"",""noise-local""]"	3.05		0	056
sub-0572_T1w	rater_02	IXI dataset - MRIQC derivatives	3.1	60.966	[]	3.5		1	214
sub-0436_T1w	rater_02	IXI dataset - MRIQC derivatives	3.1	58.939	"[""noise-local""]"	3.5	local noise horizontal line	0	242
sub-1218_T1w	rater_02	IXI dataset - MRIQC derivatives	3.0	87.871	"[""head-motion"",""noise-local"",""processing"",""uncategorized""]"	2.95	slight drop out, slight head motion artefact	1	437
sub-0615_T1w	rater_02	IXI dataset - MRIQC derivatives	2.65	92.475	"[""head-motion""]"	3.1		0	437
sub-0626_T1w	rater_02	IXI dataset - MRIQC derivatives	2.45	75.921	"[""noise-global"",""noise-local"",""wrap-around"",""uncategorized""]"	1.05	background moise	1	094
sub-0074_T1w	rater_02	IXI dataset - MRIQC derivatives	1.45	80.244	"[""head-motion"",""noise-global"",""noise-local"",""processing""]"	3.5	horizontal line, blurry	1	599
sub-0091_T1w	rater_02	IXI dataset - MRIQC derivatives	2.5	51.928	"[""noise-global"",""noise-local"",""field-variation"",""processing"",""uncategorized""]"	2.05	 background artefact	0	526
sub-0142_T1w	rater_02	IXI dataset - MRIQC derivatives	2.65	41.798	"[""noise-global"",""noise-local"",""processing"",""uncategorized""]"	3.5	dropout	1	521
sub-0267_T1w	rater_02	IXI dataset - MRIQC derivatives	2.75	49.736	"[""noise-global"",""processing""]"	3.5		0	386
sub-0381_T1w	rater_02	IXI dataset - MRIQC derivatives	2.7	46.86	"[""noise-global"",""field-variation"",""processing"",""uncategorized""]"	2.75	small background artefact	0	248
sub-0121_T1w	rater_02	IXI dataset - MRIQC derivatives	3.35	37.941	[]	3.5		0	159
sub-0287_T1w	rater_02	IXI dataset - MRIQC derivatives	2.55	60.368	"[""noise-global"",""uncategorized""]"	3.5	dropout, background noise	0	481
sub-1215_T1w	rater_02	IXI dataset - MRIQC derivatives	2.8	59.716	"[""noise-global"",""processing"",""uncategorized""]"	3.5	background noise	0	296
sub-0350_T1w	rater_02	IXI dataset - MRIQC derivatives	3.45	50.22	"[""field-variation""]"	2.85		1	126
sub-0037_T1w	rater_02	IXI dataset - MRIQC derivatives	2.45	62.644	"[""head-motion"",""noise-local"",""field-variation"",""processing"",""uncategorized""]"	3.5	big local noise, background noise	0	274
sub-0333_T1w	rater_02	IXI dataset - MRIQC derivatives	2.55	62.466	"[""head-motion"",""noise-global"",""field-variation"",""processing"",""uncategorized""]"	2.65	background noise	1	465
sub-0297_T1w	rater_02	IXI dataset - MRIQC derivatives	1.05	42.805	"[""head-motion"",""noise-global"",""noise-local"",""wrap-around""]"	3.5		1	636
sub-0281_T1w	rater_02	IXI dataset - MRIQC derivatives	3.25	52.087	[]	3.5		1	083
sub-0607_T1w	rater_02	IXI dataset - MRIQC derivatives	2.95	54.752	"[""field-variation"",""processing""]"	2.95		1	522
sub-0887_T1w	rater_02	IXI dataset - MRIQC derivatives	3.05	67.735	"[""field-variation"",""processing""]"	3.5		0	165
sub-0798_T1w	rater_02	IXI dataset - MRIQC derivatives	2.6	63.851	"[""noise-global"",""noise-local"",""processing"",""uncategorized""]"	3.5	a bit of dropout, horizontal local noise	1	173
sub-1054_T1w	rater_02	IXI dataset - MRIQC derivatives	2.75	84.177	"[""field-variation"",""processing""]"	3.5		1	313
sub-0514_T1w	rater_02	IXI dataset - MRIQC derivatives	2.35	53.766	"[""head-motion"",""noise-local"",""processing""]"	3.5		1	015
sub-0721_T1w	rater_02	IXI dataset - MRIQC derivatives	2.9	49.742	"[""noise-global"",""noise-local"",""wrap-around"",""processing""]"	3.5		0	067
sub-0974_T1w	rater_02	IXI dataset - MRIQC derivatives	2.55	49.58	"[""noise-local"",""processing"",""uncategorized""]"	1.75	horitzontal lines, background noise	0	252
sub-0770_T1w	rater_02	IXI dataset - MRIQC derivatives	3.55	48.006	"[""processing""]"	2.9		0	126
sub-0043_T1w	rater_02	IXI dataset - MRIQC derivatives	2.55	41.727	"[""head-motion""]"	1.85		1	527
sub-0272_T1w	rater_02	IXI dataset - MRIQC derivatives	3.05	57.134	"[""noise-local"",""processing""]"	3.5		0	614
sub-0950_T1w	rater_02	IXI dataset - MRIQC derivatives	2.75	47.896	"[""noise-local"",""wrap-around""]"	3.5		1	614
sub-0850_T1w	rater_02	IXI dataset - MRIQC derivatives	3.1	66.636	"[""eye-spillover"",""noise-local""]"	3.5	big local  horizontal noise	1	131
sub-0064_T1w	rater_02	IXI dataset - MRIQC derivatives	3.05	72.871	"[""noise-local"",""uncategorized""]"	2.9	background noise	0	131
sub-1129_T1w	rater_02	IXI dataset - MRIQC derivatives	2.4	47.489	"[""head-motion"",""noise-global""]"	2.65		0	015
sub-1141_T1w	rater_02	IXI dataset - MRIQC derivatives	3.4	78.183	"[""noise-global"",""processing"",""uncategorized""]"	3.5	dropout	0	521
sub-0033_T1w	rater_02	IXI dataset - MRIQC derivatives	3.1	59.936	"[""field-variation"",""processing"",""uncategorized""]"	3.0	background artefact	0	438
sub-0384_T1w	rater_02	IXI dataset - MRIQC derivatives	3.5	44.377	"[""processing""]"	3.3		0	302
sub-1068_T1w	rater_02	IXI dataset - MRIQC derivatives	3.55	35.864	"[""wrap-around""]"	3.5		1	221
sub-0799_T1w	rater_02	IXI dataset - MRIQC derivatives	2.55	52.146	"[""head-motion"",""noise-global"",""noise-local"",""wrap-around"",""processing""]"	3.5		1	357
sub-0987_T1w	rater_02	IXI dataset - MRIQC derivatives	2.95	48.803	"[""processing""]"	2.7		1	051
sub-0412_T1w	rater_02	IXI dataset - MRIQC derivatives	3.1	57.179	"[""field-variation"",""processing""]"	2.0		0	104
sub-0527_T1w	rater_02	IXI dataset - MRIQC derivatives	2.45	48.464	"[""head-motion"",""field-variation"",""processing""]"	3.5		1	146
sub-0435_T1w	rater_02	IXI dataset - MRIQC derivatives	3.2	73.045	"[""wrap-around""]"	3.5		1	092
sub-0925_T1w	rater_02	IXI dataset - MRIQC derivatives	1.3	56.205	"[""uncategorized""]"	3.5	suscipicious darl sport 98	1	448
sub-0455_T1w	rater_02	IXI dataset - MRIQC derivatives	2.85	41.594	"[""noise-global"",""noise-local"",""uncategorized""]"	3.5	background noise	0	610
sub-1224_T1w	rater_02	IXI dataset - MRIQC derivatives	2.95	44.524	"[""noise-global""]"	3.5		1	444
sub-1062_T1w	rater_02	IXI dataset - MRIQC derivatives	3.65	33.6	"[""noise-local""]"	3.15		1	613
sub-1059_T1w	rater_02	IXI dataset - MRIQC derivatives	3.15	36.078	"[""noise-global"",""processing""]"	3.5		1	174
sub-0698_T1w	rater_02	IXI dataset - MRIQC derivatives	1.4	40.729	"[""noise-global"",""processing"",""uncategorized""]"	3.5	Too blurry	0	226
sub-0439_T1w	rater_02	IXI dataset - MRIQC derivatives	2.85	41.775	"[""noise-global"",""processing"",""uncategorized""]"	2.95	background noise	0	202
sub-0763_T1w	rater_02	IXI dataset - MRIQC derivatives	3.0	37.817	"[""processing""]"	3.5		0	096
sub-0366_T1w	rater_02	IXI dataset - MRIQC derivatives	2.9	35.301	"[""noise-global"",""noise-local"",""uncategorized""]"	3.5	dropout	1	278
sub-0132_T1w	rater_02	IXI dataset - MRIQC derivatives	2.75	48.776	"[""head-motion"",""noise-local"",""processing"",""uncategorized""]"	2.8	background noise	1	568
sub-0259_T1w	rater_02	IXI dataset - MRIQC derivatives	3.15	49.122	"[""noise-local""]"	3.15		0	097
sub-0023_T1w	rater_02	IXI dataset - MRIQC derivatives	3.25	43.779	"[""noise-local"",""processing""]"	2.95		1	485
sub-0465_T1w	rater_02	IXI dataset - MRIQC derivatives	1.8	42.447	"[""head-motion"",""noise-global"",""noise-local"",""processing"",""uncategorized""]"	2.9	background noise	0	261
sub-1078_T1w	rater_02	IXI dataset - MRIQC derivatives	2.9	38.328	"[""noise-local""]"	2.25		1	611
sub-0557_T1w	rater_02	IXI dataset - MRIQC derivatives	2.9	43.396	"[""noise-local""]"	3.5		1	565
sub-0662_T1w	rater_02	IXI dataset - MRIQC derivatives	3.05	56.224	"[""noise-local"",""field-variation"",""processing"",""uncategorized""]"	3.05	background noise	0	559
sub-0930_T1w	rater_02	IXI dataset - MRIQC derivatives	3.55	48.288	"[""uncategorized""]"	3.25	background noise	0	451
sub-0498_T1w	rater_02	IXI dataset - MRIQC derivatives	3.75	44.14	[]	3.5		1	439
sub-0271_T1w	rater_02	IXI dataset - MRIQC derivatives	3.75	59.223	[]	3.1		0	051
sub-0431_T1w	rater_02	IXI dataset - MRIQC derivatives	3.6	38.082	"[""noise-local"",""field-variation""]"	3.5		1	436
sub-0628_T1w	rater_02	IXI dataset - MRIQC derivatives	3.5	75.6	"[""uncategorized""]"	2.9	background noise	0	646
sub-1188_T1w	rater_02	IXI dataset - MRIQC derivatives	3.55	48.787	"[""processing""]"	3.05		0	446
sub-0870_T1w	rater_02	IXI dataset - MRIQC derivatives	1.45	37.649	"[""head-motion"",""noise-global"",""noise-local"",""processing""]"	3.5		0	577
sub-1149_T1w	rater_02	IXI dataset - MRIQC derivatives	3.25	43.784	"[""noise-local"",""processing""]"	2.8		1	202
sub-0209_T1w	rater_02	IXI dataset - MRIQC derivatives	3.25	41.083	"[""noise-local""]"	3.15		0	083
sub-0234_T1w	rater_02	IXI dataset - MRIQC derivatives	2.85	45.429	"[""noise-global"",""processing"",""uncategorized""]"	3.0	background noise	1	338
sub-1090_T1w	rater_02	IXI dataset - MRIQC derivatives	1.45	29.823	"[""head-motion"",""noise-global""]"	3.5		0	316
sub-0491_T1w	rater_02	IXI dataset - MRIQC derivatives	3.85	31.482	[]	3.65		0	262
sub-0291_T1w	rater_02	IXI dataset - MRIQC derivatives	3.55	35.256	[]	3.3		0	049
sub-0959_T1w	rater_02	IXI dataset - MRIQC derivatives	3.5	43.974	"[""noise-local"",""processing""]"	3.2		1	511
sub-0070_T1w	rater_02	IXI dataset - MRIQC derivatives	3.15	33.165	"[""noise-global"",""noise-local"",""processing""]"	3.5		1	384
sub-0600_T1w	rater_02	IXI dataset - MRIQC derivatives	3.25	38.791	"[""noise-local"",""field-variation""]"	3.1		0	572
sub-0709_T1w	rater_02	IXI dataset - MRIQC derivatives	3.5	42.286	"[""noise-local""]"	2.4		1	253
sub-0596_T1w	rater_02	IXI dataset - MRIQC derivatives	3.3	51.359	[]	2.0	background noise	0	385
sub-0503_T1w	rater_02	IXI dataset - MRIQC derivatives	3.55	44.304	"[""noise-local""]"	3.5		0	102
sub-0997_T1w	rater_02	IXI dataset - MRIQC derivatives	3.1	37.713	"[""noise-global"",""noise-local"",""processing"",""uncategorized""]"	3.05	background noise	0	363
sub-0220_T1w	rater_02	IXI dataset - MRIQC derivatives	3.8	38.275	[]	2.8		0	327
sub-0531_T1w	rater_02	IXI dataset - MRIQC derivatives	3.05	40.696	"[""noise-local"",""processing""]"	3.5		0	127
sub-0356_T1w	rater_02	IXI dataset - MRIQC derivatives	3.15	44.396	"[""noise-global"",""noise-local"",""processing"",""uncategorized""]"	3.05	background noise	0	356
sub-0512_T1w	rater_02	IXI dataset - MRIQC derivatives	2.25	42.408	"[""head-motion"",""noise-global"",""noise-local"",""processing""]"	1.85		0	094
sub-0277_T1w	rater_02	IXI dataset - MRIQC derivatives	3.5	59.092	"[""noise-local"",""processing""]"	3.0	horizontal band noise	0	633
sub-0399_T1w	rater_02	IXI dataset - MRIQC derivatives	3.05	56.43	"[""noise-local""]"	2.95	horizontal line noise	0	256
sub-0249_T1w	rater_02	IXI dataset - MRIQC derivatives	3.55	119.967	"[""noise-global"",""noise-local"",""processing""]"	3.5		0	067
sub-0153_T1w	rater_02	IXI dataset - MRIQC derivatives	3.45	57.404	"[""processing""]"	3.3		1	575
sub-0327_T1w	rater_02	IXI dataset - MRIQC derivatives	2.5	64.154	"[""head-motion"",""noise-global"",""noise-local""]"	1.9		0	568
sub-0236_T1w	rater_02	IXI dataset - MRIQC derivatives	3.2	61.775	"[""wrap-around"",""field-variation"",""processing"",""uncategorized""]"	3.0	background noise	1	213
sub-0796_T1w	rater_02	IXI dataset - MRIQC derivatives	3.2	66.597	"[""head-motion"",""noise-local""]"	2.55		0	093
sub-0969_T1w	rater_02	IXI dataset - MRIQC derivatives	3.4	57.534	"[""noise-local"",""processing""]"	3.15		0	567
sub-0415_T1w	rater_02	IXI dataset - MRIQC derivatives	3.5	52.795	"[""processing""]"	3.5		1	537
