"rater","sub","defaced","ratings"
7,235,"original","excellent"
7,235,"defaced","good"
7,236,"original","excellent"
7,236,"defaced","poor"
7,237,"original","poor"
7,237,"defaced","poor"
7,238,"original","excellent"
7,238,"defaced","good"
7,239,"original","poor"
7,239,"defaced","excluded"
7,240,"original","poor"
7,240,"defaced","good"
7,241,"original","excluded"
7,241,"defaced","excellent"
7,242,"original","excellent"
7,242,"defaced","excellent"
7,243,"original","excellent"
7,243,"defaced","excellent"
7,244,"original","excellent"
7,244,"defaced","good"
7,245,"original","excellent"
7,245,"defaced","excellent"
7,246,"original","excellent"
7,246,"defaced","excellent"
7,247,"original","good"
7,247,"defaced","excellent"
7,248,"original","excellent"
7,248,"defaced","good"
7,249,"original","excellent"
7,249,"defaced","poor"
7,250,"original","poor"
7,250,"defaced","excellent"
7,251,"original","excluded"
7,251,"defaced","good"
7,252,"original","excellent"
7,252,"defaced","excellent"
7,253,"original","good"
7,253,"defaced","excellent"
7,254,"original","excluded"
7,254,"defaced","excluded"
7,255,"original","excluded"
7,255,"defaced","excellent"
7,256,"original","good"
7,256,"defaced","good"
7,257,"original","excellent"
7,257,"defaced","excluded"
7,258,"original","excellent"
7,258,"defaced","excellent"
7,259,"original","excellent"
7,259,"defaced","poor"
7,260,"original","poor"
7,260,"defaced","excellent"
7,261,"original","excellent"
7,261,"defaced","poor"
7,262,"original","good"
7,262,"defaced","excellent"
7,263,"original","poor"
7,263,"defaced","good"
7,264,"original","excellent"
7,264,"defaced","good"
7,265,"original","poor"
7,265,"defaced","good"
7,266,"original","excellent"
7,266,"defaced","excluded"
7,267,"original","excluded"
7,267,"defaced","excellent"
7,268,"original","poor"
7,268,"defaced","excellent"
7,269,"original","poor"
7,269,"defaced","excellent"
7,270,"original","good"
7,270,"defaced","excellent"
7,271,"original","good"
7,271,"defaced","poor"
7,272,"original","excluded"
7,272,"defaced","good"
7,273,"original","excellent"
7,273,"defaced","poor"
7,274,"original","good"
7,274,"defaced","excellent"
7,275,"original","good"
7,275,"defaced","excellent"
7,276,"original","good"
7,276,"defaced","excellent"
7,277,"original","good"
7,277,"defaced","excellent"
7,278,"original","good"
7,278,"defaced","excellent"
7,279,"original","good"
7,279,"defaced","good"
7,280,"original","poor"
7,280,"defaced","excellent"
7,281,"original","excellent"
7,281,"defaced","excellent"
7,282,"original","excellent"
7,282,"defaced","excellent"
7,283,"original","good"
7,283,"defaced","excluded"
7,284,"original","good"
7,284,"defaced","excellent"
7,285,"original","good"
7,285,"defaced","excellent"
7,286,"original","poor"
7,286,"defaced","poor"
7,287,"original","good"
7,287,"defaced","excellent"
7,288,"original","good"
7,288,"defaced","poor"
7,289,"original","good"
7,289,"defaced","excluded"
7,290,"original","poor"
7,290,"defaced","poor"
7,291,"original","excluded"
7,291,"defaced","excellent"
7,292,"original","excluded"
7,292,"defaced","excellent"
7,293,"original","excellent"
7,293,"defaced","poor"
7,294,"original","excellent"
7,294,"defaced","excellent"
7,295,"original","good"
7,295,"defaced","excellent"
7,296,"original","excellent"
7,296,"defaced","excellent"
7,297,"original","good"
7,297,"defaced","good"
7,298,"original","excluded"
7,298,"defaced","poor"
7,299,"original","good"
7,299,"defaced","good"
7,300,"original","excellent"
7,300,"defaced","poor"
7,301,"original","excellent"
7,301,"defaced","good"
7,302,"original","poor"
7,302,"defaced","excellent"
7,303,"original","excellent"
7,303,"defaced","excellent"
7,304,"original","poor"
7,304,"defaced","poor"
7,305,"original","excellent"
7,305,"defaced","excellent"
7,306,"original","excellent"
7,306,"defaced","excellent"
7,307,"original","good"
7,307,"defaced","poor"
7,308,"original","excluded"
7,308,"defaced","excellent"
7,309,"original","good"
7,309,"defaced","good"
7,310,"original","excluded"
7,310,"defaced","excellent"
7,311,"original","good"
7,311,"defaced","poor"
7,312,"original","poor"
7,312,"defaced","excellent"
7,313,"original","excluded"
7,313,"defaced","excellent"
7,314,"original","good"
7,314,"defaced","good"
7,315,"original","good"
7,315,"defaced","excellent"
7,316,"original","excellent"
7,316,"defaced","poor"
7,317,"original","good"
7,317,"defaced","poor"
7,318,"original","poor"
7,318,"defaced","excellent"
7,319,"original","good"
7,319,"defaced","poor"
7,320,"original","good"
7,320,"defaced","poor"
7,321,"original","excellent"
7,321,"defaced","poor"
7,322,"original","excellent"
7,322,"defaced","excellent"
7,323,"original","excluded"
7,323,"defaced","poor"
7,324,"original","good"
7,324,"defaced","excellent"
7,325,"original","excellent"
7,325,"defaced","poor"
7,326,"original","good"
7,326,"defaced","good"
7,327,"original","excellent"
7,327,"defaced","excellent"
7,328,"original","excluded"
7,328,"defaced","poor"
7,329,"original","good"
7,329,"defaced","excluded"
7,330,"original","poor"
7,330,"defaced","excellent"
7,331,"original","excellent"
7,331,"defaced","good"
7,332,"original","poor"
7,332,"defaced","excluded"
7,333,"original","good"
7,333,"defaced","poor"
7,334,"original","excluded"
7,334,"defaced","excluded"
7,335,"original","poor"
7,335,"defaced","excellent"
7,336,"original","poor"
7,336,"defaced","good"
7,337,"original","excellent"
7,337,"defaced","excluded"
7,338,"original","excluded"
7,338,"defaced","good"
7,339,"original","excluded"
7,339,"defaced","good"
7,340,"original","excellent"
7,340,"defaced","poor"
7,341,"original","good"
7,341,"defaced","excellent"
7,342,"original","excellent"
7,342,"defaced","excellent"
7,343,"original","excluded"
7,343,"defaced","good"
7,344,"original","excluded"
7,344,"defaced","good"
7,345,"original","good"
7,345,"defaced","good"
7,346,"original","poor"
7,346,"defaced","excluded"
7,347,"original","excellent"
7,347,"defaced","excellent"
7,348,"original","good"
7,348,"defaced","excellent"
7,349,"original","poor"
7,349,"defaced","poor"
7,350,"original","poor"
7,350,"defaced","excluded"
7,351,"original","poor"
7,351,"defaced","poor"
7,352,"original","poor"
7,352,"defaced","excluded"
7,353,"original","excellent"
7,353,"defaced","excluded"
7,354,"original","excellent"
7,354,"defaced","excellent"
7,355,"original","excellent"
7,355,"defaced","good"
7,356,"original","excellent"
7,356,"defaced","poor"
7,357,"original","good"
7,357,"defaced","excellent"
7,358,"original","excellent"
7,358,"defaced","poor"
7,359,"original","poor"
7,359,"defaced","excellent"
7,360,"original","excellent"
7,360,"defaced","excellent"
7,361,"original","excluded"
7,361,"defaced","good"
7,362,"original","good"
7,362,"defaced","good"
7,363,"original","excellent"
7,363,"defaced","excluded"
7,364,"original","excellent"
7,364,"defaced","excellent"
7,365,"original","excellent"
7,365,"defaced","excellent"
7,366,"original","good"
7,366,"defaced","excellent"
7,367,"original","excellent"
7,367,"defaced","excellent"
7,368,"original","excluded"
7,368,"defaced","good"
7,369,"original","good"
7,369,"defaced","good"
7,370,"original","excellent"
7,370,"defaced","excellent"
7,371,"original","excellent"
7,371,"defaced","excellent"
7,372,"original","poor"
7,372,"defaced","poor"
7,373,"original","excluded"
7,373,"defaced","poor"
7,374,"original","poor"
7,374,"defaced","excellent"
7,375,"original","poor"
7,375,"defaced","good"
7,376,"original","excluded"
7,376,"defaced","excluded"
7,377,"original","good"
7,377,"defaced","good"
7,378,"original","poor"
7,378,"defaced","excellent"
7,379,"original","poor"
7,379,"defaced","good"
7,380,"original","good"
7,380,"defaced","excellent"
7,381,"original","excellent"
7,381,"defaced","poor"
7,382,"original","excellent"
7,382,"defaced","excellent"
7,383,"original","poor"
7,383,"defaced","excellent"
7,384,"original","excellent"
7,384,"defaced","excellent"
7,385,"original","excellent"
7,385,"defaced","poor"
7,386,"original","poor"
7,386,"defaced","poor"
7,387,"original","excellent"
7,387,"defaced","poor"
7,388,"original","excellent"
7,388,"defaced","good"
7,389,"original","poor"
7,389,"defaced","excluded"
7,390,"original","excellent"
7,390,"defaced","excellent"
7,391,"original","poor"
7,391,"defaced","excellent"
7,392,"original","excluded"
7,392,"defaced","excellent"
7,393,"original","excellent"
7,393,"defaced","good"
7,394,"original","good"
7,394,"defaced","poor"
7,395,"original","excellent"
7,395,"defaced","poor"
7,396,"original","excellent"
7,396,"defaced","poor"
7,397,"original","good"
7,397,"defaced","excluded"
7,398,"original","good"
7,398,"defaced","excellent"
7,399,"original","excellent"
7,399,"defaced","excellent"
7,400,"original","good"
7,400,"defaced","good"
7,401,"original","poor"
7,401,"defaced","excluded"
7,402,"original","excellent"
7,402,"defaced","good"
7,403,"original","poor"
7,403,"defaced","poor"
7,404,"original","poor"
7,404,"defaced","excluded"
7,405,"original","good"
7,405,"defaced","good"
7,406,"original","excluded"
7,406,"defaced","poor"
7,407,"original","poor"
7,407,"defaced","poor"
7,408,"original","poor"
7,408,"defaced","poor"
7,409,"original","excellent"
7,409,"defaced","excellent"
7,410,"original","excluded"
7,410,"defaced","poor"
7,411,"original","poor"
7,411,"defaced","good"
7,412,"original","good"
7,412,"defaced","excellent"
7,413,"original","poor"
7,413,"defaced","excellent"
7,414,"original","good"
7,414,"defaced","good"
7,415,"original","good"
7,415,"defaced","good"
7,416,"original","excluded"
7,416,"defaced","good"
7,417,"original","poor"
7,417,"defaced","poor"
7,418,"original","excluded"
7,418,"defaced","excluded"
7,419,"original","poor"
7,419,"defaced","good"
7,420,"original","poor"
7,420,"defaced","excellent"
7,421,"original","poor"
7,421,"defaced","excellent"
7,422,"original","excellent"
7,422,"defaced","poor"
7,423,"original","poor"
7,423,"defaced","excluded"
7,424,"original","excellent"
7,424,"defaced","good"
7,425,"original","poor"
7,425,"defaced","excellent"
7,426,"original","excellent"
7,426,"defaced","good"
7,427,"original","poor"
7,427,"defaced","poor"
7,428,"original","poor"
7,428,"defaced","excellent"
7,429,"original","excluded"
7,429,"defaced","excellent"
7,430,"original","poor"
7,430,"defaced","excellent"
7,431,"original","good"
7,431,"defaced","excluded"
7,432,"original","poor"
7,432,"defaced","excellent"
7,433,"original","excluded"
7,433,"defaced","excluded"
7,434,"original","poor"
7,434,"defaced","poor"
7,435,"original","excellent"
7,435,"defaced","excellent"
7,436,"original","excellent"
7,436,"defaced","poor"
7,437,"original","good"
7,437,"defaced","excellent"
7,438,"original","poor"
7,438,"defaced","excellent"
7,439,"original","good"
7,439,"defaced","excellent"
7,440,"original","excluded"
7,440,"defaced","excluded"
7,441,"original","good"
7,441,"defaced","excellent"
7,442,"original","excellent"
7,442,"defaced","excellent"
7,443,"original","good"
7,443,"defaced","good"
7,444,"original","poor"
7,444,"defaced","excellent"
7,445,"original","excluded"
7,445,"defaced","poor"
7,446,"original","excellent"
7,446,"defaced","excellent"
7,447,"original","excellent"
7,447,"defaced","excluded"
7,448,"original","poor"
7,448,"defaced","excluded"
7,449,"original","excellent"
7,449,"defaced","poor"
7,450,"original","good"
7,450,"defaced","excellent"
7,451,"original","excluded"
7,451,"defaced","poor"
7,452,"original","excluded"
7,452,"defaced","good"
7,453,"original","poor"
7,453,"defaced","excellent"
7,454,"original","good"
7,454,"defaced","excellent"
7,455,"original","poor"
7,455,"defaced","poor"
7,456,"original","good"
7,456,"defaced","poor"
7,457,"original","good"
7,457,"defaced","good"
7,458,"original","good"
7,458,"defaced","good"
7,459,"original","good"
7,459,"defaced","poor"
7,460,"original","poor"
7,460,"defaced","good"
7,461,"original","poor"
7,461,"defaced","excluded"
7,462,"original","poor"
7,462,"defaced","good"
7,463,"original","excellent"
7,463,"defaced","good"
7,464,"original","excellent"
7,464,"defaced","excluded"
7,465,"original","poor"
7,465,"defaced","poor"
7,466,"original","good"
7,466,"defaced","excluded"
7,467,"original","excellent"
7,467,"defaced","good"
7,468,"original","excellent"
7,468,"defaced","excellent"
7,469,"original","excluded"
7,469,"defaced","excellent"
7,470,"original","good"
7,470,"defaced","excellent"
7,471,"original","excellent"
7,471,"defaced","poor"
7,472,"original","poor"
7,472,"defaced","excellent"
7,473,"original","good"
7,473,"defaced","excellent"
7,474,"original","poor"
7,474,"defaced","excellent"
7,475,"original","poor"
7,475,"defaced","excellent"
7,476,"original","good"
7,476,"defaced","excluded"
7,477,"original","excellent"
7,477,"defaced","excellent"
7,478,"original","good"
7,478,"defaced","excellent"
7,479,"original","poor"
7,479,"defaced","excellent"
7,480,"original","excellent"
7,480,"defaced","excellent"
7,481,"original","poor"
7,481,"defaced","good"
7,482,"original","poor"
7,482,"defaced","excluded"
7,483,"original","poor"
7,483,"defaced","poor"
7,484,"original","good"
7,484,"defaced","excellent"
7,485,"original","poor"
7,485,"defaced","excellent"
7,486,"original","poor"
7,486,"defaced","excellent"
7,487,"original","excellent"
7,487,"defaced","excluded"
7,488,"original","poor"
7,488,"defaced","excluded"
7,489,"original","good"
7,489,"defaced","poor"
7,490,"original","poor"
7,490,"defaced","excluded"
7,491,"original","good"
7,491,"defaced","excellent"
7,492,"original","good"
7,492,"defaced","excellent"
7,493,"original","good"
7,493,"defaced","good"
7,494,"original","excellent"
7,494,"defaced","good"
7,495,"original","poor"
7,495,"defaced","excellent"
7,496,"original","excellent"
7,496,"defaced","excluded"
7,497,"original","good"
7,497,"defaced","good"
7,498,"original","excellent"
7,498,"defaced","poor"
7,499,"original","excellent"
7,499,"defaced","excellent"
7,500,"original","excellent"
7,500,"defaced","excluded"
7,501,"original","poor"
7,501,"defaced","excellent"
7,502,"original","excluded"
7,502,"defaced","excluded"
7,503,"original","excellent"
7,503,"defaced","excellent"
7,504,"original","excellent"
7,504,"defaced","good"
7,505,"original","excellent"
7,505,"defaced","poor"
7,506,"original","poor"
7,506,"defaced","excellent"
7,507,"original","poor"
7,507,"defaced","poor"
7,508,"original","good"
7,508,"defaced","excellent"
7,509,"original","excellent"
7,509,"defaced","excellent"
7,510,"original","excellent"
7,510,"defaced","good"
7,511,"original","poor"
7,511,"defaced","good"
7,512,"original","poor"
7,512,"defaced","good"
7,513,"original","excluded"
7,513,"defaced","good"
7,514,"original","good"
7,514,"defaced","excellent"
7,515,"original","excluded"
7,515,"defaced","excellent"
7,516,"original","excellent"
7,516,"defaced","excellent"
7,517,"original","good"
7,517,"defaced","poor"
7,518,"original","excluded"
7,518,"defaced","excluded"
7,519,"original","excluded"
7,519,"defaced","poor"
7,520,"original","poor"
7,520,"defaced","excellent"
7,521,"original","poor"
7,521,"defaced","excellent"
7,522,"original","good"
7,522,"defaced","excellent"
7,523,"original","poor"
7,523,"defaced","poor"
7,524,"original","poor"
7,524,"defaced","good"
7,525,"original","poor"
7,525,"defaced","excellent"
7,526,"original","excellent"
7,526,"defaced","excluded"
7,527,"original","excellent"
7,527,"defaced","poor"
7,528,"original","excellent"
7,528,"defaced","poor"
7,529,"original","good"
7,529,"defaced","poor"
7,530,"original","poor"
7,530,"defaced","good"
7,531,"original","poor"
7,531,"defaced","excellent"
7,532,"original","excluded"
7,532,"defaced","excellent"
7,533,"original","poor"
7,533,"defaced","excluded"
7,534,"original","poor"
7,534,"defaced","poor"
7,535,"original","excellent"
7,535,"defaced","poor"
7,536,"original","excellent"
7,536,"defaced","good"
7,537,"original","excluded"
7,537,"defaced","good"
7,538,"original","good"
7,538,"defaced","excluded"
7,539,"original","excellent"
7,539,"defaced","excellent"
7,540,"original","good"
7,540,"defaced","poor"
7,541,"original","good"
7,541,"defaced","excellent"
7,542,"original","good"
7,542,"defaced","excellent"
7,543,"original","good"
7,543,"defaced","excellent"
7,544,"original","excellent"
7,544,"defaced","poor"
7,545,"original","excellent"
7,545,"defaced","poor"
7,546,"original","poor"
7,546,"defaced","excellent"
7,547,"original","excluded"
7,547,"defaced","good"
7,548,"original","excellent"
7,548,"defaced","poor"
7,549,"original","poor"
7,549,"defaced","excellent"
7,550,"original","poor"
7,550,"defaced","poor"
7,551,"original","poor"
7,551,"defaced","excellent"
7,552,"original","good"
7,552,"defaced","poor"
7,553,"original","excellent"
7,553,"defaced","excellent"
7,554,"original","poor"
7,554,"defaced","good"
7,555,"original","excellent"
7,555,"defaced","excellent"
7,556,"original","excellent"
7,556,"defaced","poor"
7,557,"original","good"
7,557,"defaced","excluded"
7,558,"original","excellent"
7,558,"defaced","poor"
7,559,"original","excluded"
7,559,"defaced","excluded"
7,560,"original","excellent"
7,560,"defaced","poor"
7,561,"original","good"
7,561,"defaced","poor"
7,562,"original","poor"
7,562,"defaced","good"
7,563,"original","excellent"
7,563,"defaced","excellent"
7,564,"original","poor"
7,564,"defaced","excellent"
7,565,"original","excluded"
7,565,"defaced","excellent"
7,566,"original","excellent"
7,566,"defaced","excellent"
7,567,"original","good"
7,567,"defaced","excellent"
7,568,"original","poor"
7,568,"defaced","excellent"
7,569,"original","good"
7,569,"defaced","good"
7,570,"original","excluded"
7,570,"defaced","good"
7,571,"original","poor"
7,571,"defaced","excluded"
7,572,"original","excluded"
7,572,"defaced","poor"
7,573,"original","poor"
7,573,"defaced","poor"
7,574,"original","excellent"
7,574,"defaced","excellent"
7,575,"original","excellent"
7,575,"defaced","excluded"
7,576,"original","good"
7,576,"defaced","good"
7,577,"original","good"
7,577,"defaced","excellent"
7,578,"original","excellent"
7,578,"defaced","good"
7,579,"original","good"
7,579,"defaced","excellent"
7,580,"original","good"
7,580,"defaced","poor"
8,1,"original","good"
8,1,"defaced","poor"
8,2,"original","poor"
8,2,"defaced","poor"
8,3,"original","good"
8,3,"defaced","excellent"
8,4,"original","excellent"
8,4,"defaced","excellent"
8,5,"original","excellent"
8,5,"defaced","poor"
8,6,"original","excellent"
8,6,"defaced","poor"
8,7,"original","poor"
8,7,"defaced","poor"
8,8,"original","excellent"
8,8,"defaced","poor"
8,9,"original","excluded"
8,9,"defaced","poor"
8,10,"original","excellent"
8,10,"defaced","excellent"
8,11,"original","good"
8,11,"defaced","excellent"
8,12,"original","good"
8,12,"defaced","good"
8,13,"original","poor"
8,13,"defaced","good"
8,14,"original","excellent"
8,14,"defaced","excellent"
8,15,"original","excellent"
8,15,"defaced","excluded"
8,16,"original","good"
8,16,"defaced","excluded"
8,17,"original","poor"
8,17,"defaced","excluded"
8,18,"original","excellent"
8,18,"defaced","excellent"
8,19,"original","excellent"
8,19,"defaced","excellent"
8,20,"original","excellent"
8,20,"defaced","poor"
8,21,"original","excellent"
8,21,"defaced","excellent"
8,22,"original","excellent"
8,22,"defaced","poor"
8,23,"original","good"
8,23,"defaced","excellent"
8,24,"original","good"
8,24,"defaced","excellent"
8,25,"original","poor"
8,25,"defaced","poor"
8,26,"original","excluded"
8,26,"defaced","poor"
8,27,"original","poor"
8,27,"defaced","excellent"
8,28,"original","good"
8,28,"defaced","excluded"
8,29,"original","good"
8,29,"defaced","excellent"
8,30,"original","good"
8,30,"defaced","good"
8,31,"original","good"
8,31,"defaced","excellent"
8,32,"original","good"
8,32,"defaced","poor"
8,33,"original","poor"
8,33,"defaced","excluded"
8,34,"original","excellent"
8,34,"defaced","excellent"
8,35,"original","good"
8,35,"defaced","excellent"
8,36,"original","excellent"
8,36,"defaced","excellent"
8,37,"original","excellent"
8,37,"defaced","excellent"
8,38,"original","excluded"
8,38,"defaced","excellent"
8,39,"original","good"
8,39,"defaced","excluded"
8,40,"original","excellent"
8,40,"defaced","good"
8,41,"original","good"
8,41,"defaced","good"
8,42,"original","good"
8,42,"defaced","poor"
8,43,"original","excellent"
8,43,"defaced","good"
8,44,"original","excellent"
8,44,"defaced","poor"
8,45,"original","excluded"
8,45,"defaced","excluded"
8,46,"original","excellent"
8,46,"defaced","excluded"
8,47,"original","excellent"
8,47,"defaced","good"
8,48,"original","good"
8,48,"defaced","good"
8,49,"original","excellent"
8,49,"defaced","excellent"
8,50,"original","poor"
8,50,"defaced","excellent"
8,51,"original","excluded"
8,51,"defaced","excluded"
8,52,"original","good"
8,52,"defaced","good"
8,53,"original","good"
8,53,"defaced","poor"
8,54,"original","excellent"
8,54,"defaced","excellent"
8,55,"original","excellent"
8,55,"defaced","excellent"
8,56,"original","excellent"
8,56,"defaced","excellent"
8,57,"original","poor"
8,57,"defaced","excellent"
8,58,"original","poor"
8,58,"defaced","poor"
8,59,"original","excellent"
8,59,"defaced","excellent"
8,60,"original","excellent"
8,60,"defaced","excellent"
8,61,"original","excellent"
8,61,"defaced","poor"
8,62,"original","poor"
8,62,"defaced","excellent"
8,63,"original","excluded"
8,63,"defaced","excellent"
8,64,"original","excellent"
8,64,"defaced","good"
8,65,"original","good"
8,65,"defaced","excluded"
8,66,"original","poor"
8,66,"defaced","good"
8,67,"original","excellent"
8,67,"defaced","excellent"
8,68,"original","excellent"
8,68,"defaced","poor"
8,69,"original","excluded"
8,69,"defaced","excluded"
8,70,"original","excluded"
8,70,"defaced","excellent"
8,71,"original","excellent"
8,71,"defaced","poor"
8,72,"original","excellent"
8,72,"defaced","good"
8,73,"original","excellent"
8,73,"defaced","poor"
8,74,"original","excellent"
8,74,"defaced","excellent"
8,75,"original","good"
8,75,"defaced","excellent"
8,76,"original","excellent"
8,76,"defaced","excluded"
8,77,"original","good"
8,77,"defaced","excellent"
8,78,"original","good"
8,78,"defaced","poor"
8,79,"original","poor"
8,79,"defaced","excellent"
8,80,"original","poor"
8,80,"defaced","excellent"
8,81,"original","poor"
8,81,"defaced","excluded"
8,82,"original","excluded"
8,82,"defaced","excellent"
8,83,"original","good"
8,83,"defaced","poor"
8,84,"original","excellent"
8,84,"defaced","poor"
8,85,"original","excluded"
8,85,"defaced","excellent"
8,86,"original","excellent"
8,86,"defaced","good"
8,87,"original","poor"
8,87,"defaced","poor"
8,88,"original","poor"
8,88,"defaced","poor"
8,89,"original","excellent"
8,89,"defaced","good"
8,90,"original","excellent"
8,90,"defaced","good"
8,91,"original","excluded"
8,91,"defaced","good"
8,92,"original","good"
8,92,"defaced","excellent"
8,93,"original","excellent"
8,93,"defaced","excellent"
8,94,"original","poor"
8,94,"defaced","excluded"
8,95,"original","poor"
8,95,"defaced","good"
8,96,"original","excluded"
8,96,"defaced","good"
8,97,"original","excellent"
8,97,"defaced","excellent"
8,98,"original","excellent"
8,98,"defaced","excellent"
8,99,"original","excellent"
8,99,"defaced","excellent"
8,100,"original","excellent"
8,100,"defaced","excellent"
8,101,"original","good"
8,101,"defaced","excellent"
8,102,"original","poor"
8,102,"defaced","excellent"
8,103,"original","poor"
8,103,"defaced","excellent"
8,104,"original","excluded"
8,104,"defaced","excellent"
8,105,"original","good"
8,105,"defaced","poor"
8,106,"original","excluded"
8,106,"defaced","excluded"
8,107,"original","poor"
8,107,"defaced","excluded"
8,108,"original","good"
8,108,"defaced","excellent"
8,109,"original","poor"
8,109,"defaced","excellent"
8,110,"original","excellent"
8,110,"defaced","excellent"
8,111,"original","good"
8,111,"defaced","poor"
8,112,"original","excellent"
8,112,"defaced","poor"
8,113,"original","poor"
8,113,"defaced","good"
8,114,"original","good"
8,114,"defaced","excluded"
8,115,"original","excellent"
8,115,"defaced","poor"
8,116,"original","poor"
8,116,"defaced","good"
8,117,"original","good"
8,117,"defaced","excellent"
8,118,"original","excellent"
8,118,"defaced","excluded"
8,119,"original","good"
8,119,"defaced","good"
8,120,"original","poor"
8,120,"defaced","excluded"
8,121,"original","poor"
8,121,"defaced","good"
8,122,"original","good"
8,122,"defaced","good"
8,123,"original","excellent"
8,123,"defaced","excellent"
8,124,"original","excluded"
8,124,"defaced","excellent"
8,125,"original","good"
8,125,"defaced","poor"
8,126,"original","poor"
8,126,"defaced","excluded"
8,127,"original","good"
8,127,"defaced","poor"
8,128,"original","good"
8,128,"defaced","excellent"
8,129,"original","poor"
8,129,"defaced","poor"
8,130,"original","poor"
8,130,"defaced","poor"
8,131,"original","excellent"
8,131,"defaced","good"
8,132,"original","excellent"
8,132,"defaced","excluded"
8,133,"original","good"
8,133,"defaced","poor"
8,134,"original","excellent"
8,134,"defaced","excellent"
8,135,"original","poor"
8,135,"defaced","excluded"
8,136,"original","excellent"
8,136,"defaced","excluded"
8,137,"original","excellent"
8,137,"defaced","excellent"
8,138,"original","good"
8,138,"defaced","excluded"
8,139,"original","excellent"
8,139,"defaced","excellent"
8,140,"original","excellent"
8,140,"defaced","excellent"
8,141,"original","poor"
8,141,"defaced","excluded"
8,142,"original","excluded"
8,142,"defaced","poor"
8,143,"original","poor"
8,143,"defaced","good"
8,144,"original","poor"
8,144,"defaced","poor"
8,145,"original","poor"
8,145,"defaced","good"
8,146,"original","excellent"
8,146,"defaced","poor"
8,147,"original","poor"
8,147,"defaced","excellent"
8,148,"original","excluded"
8,148,"defaced","poor"
8,149,"original","excellent"
8,149,"defaced","excluded"
8,150,"original","poor"
8,150,"defaced","excellent"
8,151,"original","excellent"
8,151,"defaced","excellent"
8,152,"original","excellent"
8,152,"defaced","excellent"
8,153,"original","good"
8,153,"defaced","excluded"
8,154,"original","excellent"
8,154,"defaced","good"
8,155,"original","excellent"
8,155,"defaced","good"
8,156,"original","good"
8,156,"defaced","good"
8,157,"original","poor"
8,157,"defaced","excellent"
8,158,"original","excellent"
8,158,"defaced","excellent"
8,159,"original","excellent"
8,159,"defaced","poor"
8,160,"original","excluded"
8,160,"defaced","good"
8,161,"original","excellent"
8,161,"defaced","excellent"
8,162,"original","excellent"
8,162,"defaced","excellent"
8,163,"original","good"
8,163,"defaced","excluded"
8,164,"original","good"
8,164,"defaced","excellent"
8,165,"original","excellent"
8,165,"defaced","excluded"
8,166,"original","good"
8,166,"defaced","excluded"
8,167,"original","excellent"
8,167,"defaced","poor"
8,168,"original","good"
8,168,"defaced","excellent"
8,169,"original","poor"
8,169,"defaced","good"
8,170,"original","excellent"
8,170,"defaced","good"
8,171,"original","poor"
8,171,"defaced","excluded"
8,172,"original","excluded"
8,172,"defaced","excellent"
8,173,"original","poor"
8,173,"defaced","excluded"
8,174,"original","excellent"
8,174,"defaced","poor"
8,175,"original","good"
8,175,"defaced","excluded"
8,176,"original","excellent"
8,176,"defaced","good"
8,177,"original","poor"
8,177,"defaced","good"
8,178,"original","excluded"
8,178,"defaced","excellent"
8,179,"original","excellent"
8,179,"defaced","excellent"
8,180,"original","excellent"
8,180,"defaced","good"
8,181,"original","poor"
8,181,"defaced","excellent"
8,182,"original","excellent"
8,182,"defaced","excellent"
8,183,"original","excluded"
8,183,"defaced","excellent"
8,184,"original","poor"
8,184,"defaced","poor"
8,185,"original","excellent"
8,185,"defaced","poor"
8,186,"original","excellent"
8,186,"defaced","excluded"
8,187,"original","poor"
8,187,"defaced","excluded"
8,188,"original","excellent"
8,188,"defaced","excellent"
8,189,"original","excluded"
8,189,"defaced","excellent"
8,190,"original","excluded"
8,190,"defaced","good"
8,191,"original","excluded"
8,191,"defaced","good"
8,192,"original","good"
8,192,"defaced","good"
8,193,"original","good"
8,193,"defaced","excellent"
8,194,"original","excellent"
8,194,"defaced","excellent"
8,195,"original","excluded"
8,195,"defaced","excellent"
8,196,"original","excellent"
8,196,"defaced","excluded"
8,197,"original","excluded"
8,197,"defaced","excellent"
8,198,"original","excellent"
8,198,"defaced","excellent"
8,199,"original","good"
8,199,"defaced","good"
8,200,"original","poor"
8,200,"defaced","excellent"
8,201,"original","poor"
8,201,"defaced","excellent"
8,202,"original","poor"
8,202,"defaced","good"
8,203,"original","poor"
8,203,"defaced","good"
8,204,"original","poor"
8,204,"defaced","excellent"
8,205,"original","excellent"
8,205,"defaced","excellent"
8,206,"original","good"
8,206,"defaced","excellent"
8,207,"original","poor"
8,207,"defaced","good"
8,208,"original","poor"
8,208,"defaced","good"
8,209,"original","poor"
8,209,"defaced","excellent"
8,210,"original","excellent"
8,210,"defaced","excellent"
8,211,"original","poor"
8,211,"defaced","excellent"
8,212,"original","good"
8,212,"defaced","good"
8,213,"original","excluded"
8,213,"defaced","poor"
8,214,"original","excellent"
8,214,"defaced","excellent"
8,215,"original","excluded"
8,215,"defaced","good"
8,216,"original","good"
8,216,"defaced","excluded"
8,217,"original","good"
8,217,"defaced","good"
8,218,"original","excellent"
8,218,"defaced","good"
8,219,"original","poor"
8,219,"defaced","poor"
8,220,"original","excluded"
8,220,"defaced","excellent"
8,221,"original","good"
8,221,"defaced","good"
8,222,"original","excellent"
8,222,"defaced","excellent"
8,223,"original","poor"
8,223,"defaced","poor"
